,user,uservec,itemid,itemvec,userid
2226,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
2227,0.80.00.00.50.00.3,[0.8 0.  0.  0.5 0.  0.3],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],232
2228,0.80.60.00.10.00.0,[0.8 0.6 0.  0.1 0.  0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],39
2229,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
2230,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2231,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2232,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
2234,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
2235,0.70.10.00.00.00.7,[0.7 0.1 0.  0.  0.  0.7],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],165
2236,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],2
2237,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2238,0.80.20.00.50.10.0,[0.8 0.2 0.  0.5 0.1 0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],13
2239,0.80.20.00.50.10.0,[0.8 0.2 0.  0.5 0.1 0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],13
2240,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],4
2241,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2242,0.90.30.00.30.20.0,[0.9 0.3 0.  0.3 0.2 0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],79
2243,0.80.00.00.60.10.0,[0.8 0.  0.  0.6 0.1 0. ],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],11
2244,0.80.30.00.50.00.0,[0.8 0.3 0.  0.5 0.  0. ],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],60
2245,0.80.00.00.40.00.4,[0.8 0.  0.  0.4 0.  0.4],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],228
2246,0.80.20.00.50.10.0,[0.8 0.2 0.  0.5 0.1 0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],13
2247,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
2248,0.80.00.20.00.50.0,[0.8 0.  0.2 0.  0.5 0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],138
2249,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2250,0.80.10.60.00.00.0,[0.8 0.1 0.6 0.  0.  0. ],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],43
2251,0.80.00.00.60.10.0,[0.8 0.  0.  0.6 0.1 0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],11
2252,0.80.00.00.10.60.0,[0.8 0.  0.  0.1 0.6 0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],6
2253,0.80.50.10.00.10.0,[0.8 0.5 0.1 0.  0.1 0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],145
2254,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],5
2255,0.90.40.00.20.20.0,[0.9 0.4 0.  0.2 0.2 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],57
2256,0.80.10.00.10.60.0,[0.8 0.1 0.  0.1 0.6 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],7
2257,0.80.60.00.10.10.0,[0.8 0.6 0.  0.1 0.1 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],14
2258,0.80.10.00.10.50.0,[0.8 0.1 0.  0.1 0.5 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],113
2259,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
2260,0.80.50.00.20.10.0,[0.8 0.5 0.  0.2 0.1 0. ],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],30
2261,0.90.40.00.30.10.0,[0.9 0.4 0.  0.3 0.1 0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],129
2262,0.80.10.00.10.60.0,[0.8 0.1 0.  0.1 0.6 0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],7
2263,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2264,0.80.00.60.00.20.0,[0.8 0.  0.6 0.  0.2 0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],52
2265,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],5
2266,0.80.00.10.00.60.0,[0.8 0.  0.1 0.  0.6 0. ],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],17
2267,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
2268,0.90.20.00.40.20.0,[0.9 0.2 0.  0.4 0.2 0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],80
2269,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
2270,0.80.50.00.20.00.0,[0.8 0.5 0.  0.2 0.  0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],166
2271,0.80.00.00.10.60.0,[0.8 0.  0.  0.1 0.6 0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],6
2272,0.80.00.30.00.50.0,[0.8 0.  0.3 0.  0.5 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],44
2273,0.80.00.00.00.40.4,[0.8 0.  0.  0.  0.4 0.4],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],221
2274,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],5
2275,0.80.00.00.50.40.0,[0.8 0.  0.  0.5 0.4 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],251
2276,0.80.60.00.00.10.0,[0.8 0.6 0.  0.  0.1 0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],48
2277,0.80.60.10.00.10.0,[0.8 0.6 0.1 0.  0.1 0. ],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],10
2278,0.80.10.20.00.10.5,[0.8 0.1 0.2 0.  0.1 0.5],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],218
2279,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2280,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2281,0.80.60.00.10.00.0,[0.8 0.6 0.  0.1 0.  0. ],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],39
2282,0.70.00.70.00.10.0,[0.7 0.  0.7 0.  0.1 0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],86
2283,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
2284,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],4
2285,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2286,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2287,0.80.10.00.00.10.6,[0.8 0.1 0.  0.  0.1 0.6],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],112
2288,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],1
2289,0.80.10.10.00.60.0,[0.8 0.1 0.1 0.  0.6 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],15
2290,0.90.30.30.00.30.0,[0.9 0.3 0.3 0.  0.3 0. ],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],115
2291,0.90.40.00.30.20.0,[0.9 0.4 0.  0.3 0.2 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],90
2292,0.80.10.10.00.50.0,[0.8 0.1 0.1 0.  0.5 0. ],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],157
2293,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
2294,0.80.00.00.20.60.0,[0.8 0.  0.  0.2 0.6 0. ],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],18
2295,0.80.10.00.10.60.0,[0.8 0.1 0.  0.1 0.6 0. ],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],7
2296,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
2297,0.80.00.00.00.10.7,[0.8 0.  0.  0.  0.1 0.7],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],187
2298,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
2299,0.90.20.00.40.20.0,[0.9 0.2 0.  0.4 0.2 0. ],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],80
2300,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],4
2301,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
2302,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
2303,0.80.60.00.00.10.0,[0.8 0.6 0.  0.  0.1 0. ],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],48
2304,0.90.30.00.10.40.0,[0.9 0.3 0.  0.1 0.4 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],27
2305,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],4
2306,0.80.00.10.00.00.6,[0.8 0.  0.1 0.  0.  0.6],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],192
2307,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],2
2308,0.70.00.00.00.10.7,[0.7 0.  0.  0.  0.1 0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],156
2309,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2311,0.80.00.00.00.10.7,[0.8 0.  0.  0.  0.1 0.7],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],187
2312,0.80.10.10.00.60.0,[0.8 0.1 0.1 0.  0.6 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],15
2313,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
2314,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
2315,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
2316,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],5
2317,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],5
2318,0.90.40.10.10.30.0,[0.9 0.4 0.1 0.1 0.3 0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],12
2320,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],4
2321,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],1
2322,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
2323,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
2324,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2325,0.80.20.50.00.20.0,[0.8 0.2 0.5 0.  0.2 0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],35
2326,0.80.10.00.20.50.0,[0.8 0.1 0.  0.2 0.5 0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],22
2327,0.80.10.20.00.50.0,[0.8 0.1 0.2 0.  0.5 0. ],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],42
2328,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
2329,0.80.00.00.20.00.6,[0.8 0.  0.  0.2 0.  0.6],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],178
2330,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
2331,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
2332,0.80.10.00.60.10.0,[0.8 0.1 0.  0.6 0.1 0. ],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],8
2333,0.90.40.10.10.30.0,[0.9 0.4 0.1 0.1 0.3 0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],12
2334,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],4
2335,0.80.60.10.00.10.0,[0.8 0.6 0.1 0.  0.1 0. ],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],10
2336,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
2337,0.90.20.20.00.40.0,[0.9 0.2 0.2 0.  0.4 0. ],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],93
2338,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
2339,0.80.10.00.00.10.6,[0.8 0.1 0.  0.  0.1 0.6],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],112
2340,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2341,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
2342,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
2343,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
2344,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
2345,0.80.10.10.00.60.0,[0.8 0.1 0.1 0.  0.6 0. ],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],15
2346,0.70.10.00.00.00.7,[0.7 0.1 0.  0.  0.  0.7],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],165
2347,0.80.50.20.00.10.0,[0.8 0.5 0.2 0.  0.1 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],49
2348,0.80.00.60.00.20.0,[0.8 0.  0.6 0.  0.2 0. ],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],52
2350,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
2351,0.80.00.40.00.40.0,[0.8 0.  0.4 0.  0.4 0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],55
2352,0.80.30.00.50.00.0,[0.8 0.3 0.  0.5 0.  0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],60
2353,0.80.10.50.00.10.0,[0.8 0.1 0.5 0.  0.1 0. ],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],205
2354,0.80.10.00.10.60.0,[0.8 0.1 0.  0.1 0.6 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],7
2355,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
2356,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2357,0.80.10.00.30.50.0,[0.8 0.1 0.  0.3 0.5 0. ],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],65
2358,0.80.50.00.20.20.0,[0.8 0.5 0.  0.2 0.2 0. ],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],123
2359,0.80.50.00.30.00.0,[0.8 0.5 0.  0.3 0.  0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],84
2360,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
2361,0.80.40.00.40.10.0,[0.8 0.4 0.  0.4 0.1 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],45
2362,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
2363,0.90.30.10.00.40.0,[0.9 0.3 0.1 0.  0.4 0. ],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],99
2364,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
2365,0.70.00.00.10.00.7,[0.7 0.  0.  0.1 0.  0.7],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],170
2366,0.80.40.30.00.10.0,[0.8 0.4 0.3 0.  0.1 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],128
2367,0.80.00.60.00.10.0,[0.8 0.  0.6 0.  0.1 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],40
2368,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],4
2369,0.90.40.10.10.30.0,[0.9 0.4 0.1 0.1 0.3 0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],12
2370,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],4
2371,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
2372,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
2373,0.80.20.10.00.50.0,[0.8 0.2 0.1 0.  0.5 0. ],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],50
2374,0.80.10.60.00.10.0,[0.8 0.1 0.6 0.  0.1 0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],9
2375,0.80.20.10.00.50.0,[0.8 0.2 0.1 0.  0.5 0. ],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],50
2376,0.80.10.50.00.20.0,[0.8 0.1 0.5 0.  0.2 0. ],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],46
